date,TICKER,PRC,RET,,
2012-12-04,VNQ,64.57,0.001551,,
2012-12-05,VNQ,64.37,-0.003097,,
2012-12-06,VNQ,64.97,0.009321,,
2012-12-07,VNQ,65.21,0.003694,,
2012-12-10,VNQ,65.18,-0.00046,,
2012-12-11,VNQ,65.34,0.002455,,
2012-12-12,VNQ,65.16,-0.002755,,
2012-12-13,VNQ,64.6633,-0.007623,,
2012-12-14,VNQ,64.65,-0.000206,,
2012-12-17,VNQ,64.99,0.005259,,
2012-12-18,VNQ,65.66,0.010309,,
2012-12-19,VNQ,65.57,-0.001371,,
2012-12-20,VNQ,66.43,0.013116,,
2012-12-21,VNQ,66.32,-0.001656,,
2012-12-24,VNQ,65.61,0.001312,,
2012-12-26,VNQ,65.3,-0.004725,,
2012-12-27,VNQ,65.54,0.003675,,
2012-12-28,VNQ,65.11,-0.006561,,
2012-12-31,VNQ,65.8,0.010597,,
2013-01-02,VNQ,66.62,0.012462,,
2013-01-03,VNQ,66.61,-0.00015,,
2013-01-04,VNQ,66.9187,0.004634,,
2013-01-07,VNQ,67.07,0.002261,,
2013-01-08,VNQ,66.94,-0.001938,,
2013-01-09,VNQ,67.13,0.002838,,
2013-01-10,VNQ,67.2,0.001043,,
2013-01-11,VNQ,67.16,-0.000595,,
2013-01-14,VNQ,67.35,0.002829,,
2013-01-15,VNQ,67.67,0.004751,,
2013-01-16,VNQ,67.59,-0.001182,,
2013-01-17,VNQ,67.8,0.003107,,
2013-01-18,VNQ,68.09,0.004277,,
2013-01-22,VNQ,68.44,0.00514,,
2013-01-23,VNQ,68.42,-0.000292,,
2013-01-24,VNQ,68.56,0.002046,,
2013-01-25,VNQ,68.95,0.005688,,
2013-01-28,VNQ,69.13,0.002611,,
2013-01-29,VNQ,69.33,0.002893,,
2013-01-30,VNQ,68.67,-0.00952,,
2013-01-31,VNQ,68.26,-0.005971,,
2013-02-01,VNQ,68.66,0.00586,,
2013-02-04,VNQ,68.5,-0.00233,,
2013-02-05,VNQ,68.34,-0.002336,,
2013-02-06,VNQ,68.58,0.003512,,
2013-02-07,VNQ,68.29,-0.004229,,
2013-02-08,VNQ,68.92,0.009225,,
2013-02-11,VNQ,69.02,0.001451,,
2013-02-12,VNQ,69.54,0.007534,,
2013-02-13,VNQ,69.5,-0.000575,,
2013-02-14,VNQ,69.21,-0.004173,,
2013-02-15,VNQ,69.24,0.000433,,
2013-02-19,VNQ,69.79,0.007943,,
2013-02-20,VNQ,69.34,-0.006448,,
2013-02-21,VNQ,68.82,-0.007499,,
2013-02-22,VNQ,69.51,0.010026,,
2013-02-25,VNQ,68.19,-0.01899,,
2013-02-26,VNQ,68.66,0.006893,,
2013-02-27,VNQ,69.16,0.007282,,
2013-02-28,VNQ,69.09,-0.001012,,
2013-03-01,VNQ,69.32,0.003329,,
2013-03-04,VNQ,69.84,0.007501,,
2013-03-05,VNQ,70.39,0.007875,,
2013-03-06,VNQ,70.18,-0.002983,,
2013-03-07,VNQ,69.85,-0.004702,,
2013-03-08,VNQ,69.97,0.001718,,
2013-03-11,VNQ,70.03,0.000857,,
2013-03-12,VNQ,69.77,-0.003713,,
2013-03-13,VNQ,69.84,0.001003,,
2013-03-14,VNQ,70.28,0.0063,,
2013-03-15,VNQ,70.44,0.002277,,
2013-03-18,VNQ,70.05,-0.005537,,
2013-03-19,VNQ,69.71,-0.004854,,
2013-03-20,VNQ,69.93,0.003156,,
2013-03-21,VNQ,69.72,-0.003003,,
2013-03-22,VNQ,69.55,0.005221,,
2013-03-25,VNQ,69.56,0.000144,,
2013-03-26,VNQ,70.16,0.008626,,
2013-03-27,VNQ,70.29,0.001853,,
2013-03-28,VNQ,70.53,0.003414,,
2013-04-01,VNQ,70.74,0.002977,,
2013-04-02,VNQ,70.96,0.00311,,
2013-04-03,VNQ,70.71,-0.003523,,
2013-04-04,VNQ,71.86,0.016264,,
2013-04-05,VNQ,72.25,0.005427,,
2013-04-08,VNQ,72.83,0.008028,,
2013-04-09,VNQ,72.84,0.000137,,
2013-04-10,VNQ,73.29,0.006178,,
2013-04-11,VNQ,73.72,0.005867,,
2013-04-12,VNQ,73.9,0.002442,,
2013-04-15,VNQ,72.37,-0.020704,,
2013-04-16,VNQ,73.57,0.016581,,
2013-04-17,VNQ,72.79,-0.010602,,
2013-04-18,VNQ,72.68,-0.001511,,
2013-04-19,VNQ,73.8,0.01541,,
2013-04-22,VNQ,73.7,-0.001355,,
2013-04-23,VNQ,74.11,0.005563,,
2013-04-24,VNQ,74.266,0.002105,,
2013-04-25,VNQ,74.02,-0.003312,,
2013-04-26,VNQ,73.78,-0.003242,,
2013-04-29,VNQ,74.41,0.008539,,
2013-04-30,VNQ,75.28,0.011692,,
2013-05-01,VNQ,74.68,-0.00797,,
2013-05-02,VNQ,75.17,0.006561,,
2013-05-03,VNQ,75.47,0.003991,,
2013-05-06,VNQ,75.86,0.005168,,
2013-05-07,VNQ,76.28,0.005536,,
2013-05-08,VNQ,76.32,0.000524,,
2013-05-09,VNQ,75.82,-0.006551,,
2013-05-10,VNQ,76.1,0.003693,,
2013-05-13,VNQ,76.46,0.004731,,
2013-05-14,VNQ,76.74,0.003662,,
2013-05-15,VNQ,77.5,0.009904,,
2013-05-16,VNQ,77.1,-0.005161,,
2013-05-17,VNQ,77.53,0.005577,,
2013-05-20,VNQ,77.71,0.002322,,
2013-05-21,VNQ,78.15,0.005662,,
2013-05-22,VNQ,76.25,-0.024312,,
2013-05-23,VNQ,74.82,-0.018754,,
2013-05-24,VNQ,74.63,-0.002539,,
2013-05-28,VNQ,73.99,-0.008576,,
2013-05-29,VNQ,72.42,-0.021219,,
2013-05-30,VNQ,71.74,-0.00939,,
2013-05-31,VNQ,70.78,-0.013382,,
2013-06-03,VNQ,71.18,0.005651,,
2013-06-04,VNQ,70.19,-0.013908,,
2013-06-05,VNQ,69.61,-0.008263,,
2013-06-06,VNQ,70.73,0.01609,,
2013-06-07,VNQ,70.74,0.000141,,
2013-06-10,VNQ,70.13,-0.008623,,
2013-06-11,VNQ,69.09,-0.01483,,
2013-06-12,VNQ,68.15,-0.013605,,
2013-06-13,VNQ,69.92,0.025972,,
2013-06-14,VNQ,70.18,0.003719,,
2013-06-17,VNQ,70.38,0.00285,,
2013-06-18,VNQ,70.74,0.005115,,
2013-06-19,VNQ,68.57,-0.030676,,
2013-06-20,VNQ,65.72,-0.041563,,
2013-06-21,VNQ,66.61,0.013542,,
2013-06-24,VNQ,65.68,-0.004489,,
2013-06-25,VNQ,66.78,0.016748,,
2013-06-26,VNQ,67.79,0.015124,,
2013-06-27,VNQ,69.15,0.020062,,
2013-06-28,VNQ,68.72,-0.006218,,
2013-07-01,VNQ,68.57,-0.002183,,
2013-07-02,VNQ,69.62,0.015313,,
2013-07-03,VNQ,69.16,-0.006607,,
2013-07-05,VNQ,68.83,-0.004772,,
2013-07-08,VNQ,68.9,0.001017,,
2013-07-09,VNQ,69.88,0.014223,,
2013-07-10,VNQ,69.91,0.000429,,
2013-07-11,VNQ,71.6,0.024174,,
2013-07-12,VNQ,71.16,-0.006145,,
2013-07-15,VNQ,71.46,0.004216,,
2013-07-16,VNQ,71.51,0.0007,,
2013-07-17,VNQ,71.77,0.003636,,
2013-07-18,VNQ,72.38,0.008499,,
2013-07-19,VNQ,72.33,-0.000691,,
2013-07-22,VNQ,72.55,0.003042,,
2013-07-23,VNQ,72.47,-0.001103,,
2013-07-24,VNQ,71.06,-0.019456,,
2013-07-25,VNQ,71.17,0.001548,,
2013-07-26,VNQ,71.23,0.000843,,
2013-07-29,VNQ,70.7,-0.007441,,
2013-07-30,VNQ,70.49,-0.00297,,
2013-07-31,VNQ,69.34,-0.016314,,
2013-08-01,VNQ,69.07,-0.003894,,
2013-08-02,VNQ,68.73,-0.004922,,
2013-08-05,VNQ,68.68,-0.000728,,
2013-08-06,VNQ,68.44,-0.003494,,
2013-08-07,VNQ,68.26,-0.00263,,
2013-08-08,VNQ,68.29,0.000439,,
2013-08-09,VNQ,68.89,0.008786,,
2013-08-12,VNQ,68.4,-0.007113,,
2013-08-13,VNQ,67.46,-0.013743,,
2013-08-14,VNQ,67.2,-0.003854,,
2013-08-15,VNQ,65.97,-0.018304,,
2013-08-16,VNQ,64.35,-0.024557,,
2013-08-19,VNQ,63.5,-0.013209,,
2013-08-20,VNQ,64.94,0.022677,,
2013-08-21,VNQ,64.79,-0.00231,,
2013-08-22,VNQ,65.18,0.006019,,
2013-08-23,VNQ,65.86,0.010433,,
2013-08-26,VNQ,65.67,-0.002885,,
2013-08-27,VNQ,65.35,-0.004873,,
2013-08-28,VNQ,64.95,-0.006121,,
2013-08-29,VNQ,65.05,0.00154,,
2013-08-30,VNQ,64.5,-0.008455,,
2013-09-03,VNQ,63.94,-0.008682,,
2013-09-04,VNQ,64.49,0.008602,,
2013-09-05,VNQ,63.81,-0.010544,,
2013-09-06,VNQ,64.8,0.015515,,
2013-09-09,VNQ,66.15,0.020833,,
2013-09-10,VNQ,66.1,-0.000756,,
2013-09-11,VNQ,66.63,0.008018,,
2013-09-12,VNQ,66.2,-0.006454,,
2013-09-13,VNQ,66.39,0.00287,,
2013-09-16,VNQ,67.05,0.009941,,
2013-09-17,VNQ,67.01,-0.000597,,
2013-09-18,VNQ,69.28,0.033875,,
2013-09-19,VNQ,69.22,-0.000866,,
2013-09-20,VNQ,68.09,-0.016325,,
2013-09-23,VNQ,67.01,-0.006785,,
2013-09-24,VNQ,66.5,-0.007611,,
2013-09-25,VNQ,66.72,0.003308,,
2013-09-26,VNQ,67.13,0.006145,,
2013-09-27,VNQ,66.85,-0.004171,,
2013-09-30,VNQ,66.14,-0.010621,,
2013-10-01,VNQ,67.1,0.014515,,
2013-10-02,VNQ,67.2,0.00149,,
2013-10-03,VNQ,66.03,-0.017411,,
2013-10-04,VNQ,65.9,-0.001969,,
2013-10-07,VNQ,66.2,0.004552,,
2013-10-08,VNQ,65.48,-0.010876,,
2013-10-09,VNQ,65.49,0.000153,,
2013-10-10,VNQ,67.16,0.0255,,
2013-10-11,VNQ,67.83,0.009976,,
2013-10-14,VNQ,67.87,0.00059,,
2013-10-15,VNQ,67.62,-0.003684,,
2013-10-16,VNQ,68.89,0.018781,,
2013-10-17,VNQ,69.93,0.015097,,
2013-10-18,VNQ,69.86,-0.001001,,
2013-10-21,VNQ,69.44,-0.006012,,
2013-10-22,VNQ,70.08,0.009217,,
2013-10-23,VNQ,70.21,0.001855,,
2013-10-24,VNQ,70.19,-0.000285,,
2013-10-25,VNQ,71.05,0.012252,,
2013-10-28,VNQ,70.54,-0.007178,,
2013-10-29,VNQ,70.13,-0.005812,,
2013-10-30,VNQ,69.54,-0.008413,,
2013-10-31,VNQ,69.13,-0.005896,,
2013-11-01,VNQ,69.49,0.005208,,
2013-11-04,VNQ,69.62,0.001871,,
2013-11-05,VNQ,68.48,-0.016375,,
2013-11-06,VNQ,68.38,-0.00146,,
2013-11-07,VNQ,67.53,-0.012431,,
2013-11-08,VNQ,66.62,-0.013475,,
2013-11-11,VNQ,66.69,0.001051,,
2013-11-12,VNQ,66.39,-0.004498,,
2013-11-13,VNQ,66.82,0.006477,,
2013-11-14,VNQ,67.29,0.007034,,
2013-11-15,VNQ,67.54,0.003715,,
2013-11-18,VNQ,67.12,-0.006219,,
2013-11-19,VNQ,66.65,-0.007002,,
2013-11-20,VNQ,65.84,-0.012153,,
2013-11-21,VNQ,66.35,0.007746,,
2013-11-22,VNQ,66.09,-0.003919,,
2013-11-25,VNQ,65.78,-0.004691,,
2013-11-26,VNQ,65.55,-0.003496,,
2013-11-27,VNQ,66.11,0.008543,,
2013-11-29,VNQ,65.5,-0.009227,,
2013-12-02,VNQ,65.12,-0.005801,,
2013-12-03,VNQ,64.99,-0.001996,,
2013-12-04,VNQ,65.23,0.003693,,
2013-12-05,VNQ,65.46,0.003526,,
2013-12-06,VNQ,65.93,0.00718,,
2013-12-09,VNQ,66.25,0.004854,,
2013-12-10,VNQ,66.08,-0.002566,,
2013-12-11,VNQ,64.56,-0.023002,,
2013-12-12,VNQ,64.2,-0.005576,,
2013-12-13,VNQ,64.36,0.002492,,
2013-12-16,VNQ,64.58,0.003418,,
2013-12-17,VNQ,64.88,0.004645,,
2013-12-18,VNQ,66.03,0.017725,,
2013-12-19,VNQ,65.12,-0.013782,,
2013-12-20,VNQ,65.52,0.006142,,
2013-12-23,VNQ,65.65,0.001984,,
2013-12-24,VNQ,64.7,0.000883,,
2013-12-26,VNQ,64.75,0.000773,,
2013-12-27,VNQ,64.89,0.002162,,
2013-12-30,VNQ,64.91,0.000308,,
2013-12-31,VNQ,64.56,-0.005392,,
2014-01-02,VNQ,64.57,0.000155,,
2014-01-03,VNQ,64.93,0.005575,,
2014-01-06,VNQ,65.26,0.005082,,
2014-01-07,VNQ,65.55,0.004444,,
2014-01-08,VNQ,65.23,-0.004882,,
2014-01-09,VNQ,65.23,0,,
2014-01-10,VNQ,66.12,0.013644,,
2014-01-13,VNQ,65.68,-0.006655,,
2014-01-14,VNQ,66.16,0.007308,,
2014-01-15,VNQ,66.66,0.007557,,
2014-01-16,VNQ,66.78,0.0018,,
2014-01-17,VNQ,66.39,-0.00584,,
2014-01-21,VNQ,66.99,0.009037,,
2014-01-22,VNQ,67.28,0.004329,,
2014-01-23,VNQ,67.12,-0.002378,,
2014-01-24,VNQ,66.28,-0.012515,,
2014-01-27,VNQ,65.77,-0.007695,,
2014-01-28,VNQ,66.32,0.008363,,
2014-01-29,VNQ,65.96,-0.005428,,
2014-01-30,VNQ,66.96,0.015161,,
2014-01-31,VNQ,67.32,0.005376,,
2014-02-03,VNQ,66.25,-0.015894,,
2014-02-04,VNQ,67.05,0.012076,,
2014-02-05,VNQ,66.91,-0.002088,,
2014-02-06,VNQ,67.4,0.007323,,
2014-02-07,VNQ,67.91,0.007567,,
2014-02-10,VNQ,68.55,0.009424,,
2014-02-11,VNQ,68.82,0.003939,,
2014-02-12,VNQ,68.86,0.000581,,
2014-02-13,VNQ,69.12,0.003776,,
2014-02-14,VNQ,69.39,0.003906,,
2014-02-18,VNQ,69.73,0.0049,,
2014-02-19,VNQ,69.69,-0.000574,,
2014-02-20,VNQ,69.54,-0.002152,,
2014-02-21,VNQ,69.71,0.002445,,
2014-02-24,VNQ,69.88,0.002439,,
2014-02-25,VNQ,70.11,0.003291,,
2014-02-26,VNQ,70.27,0.002282,,
2014-02-27,VNQ,70.08,-0.002704,,
2014-02-28,VNQ,70.73,0.009275,,
2014-03-03,VNQ,70.77,0.000565,,
2014-03-04,VNQ,71.79,0.014413,,
2014-03-05,VNQ,71.7,-0.001254,,
2014-03-06,VNQ,71.1,-0.008368,,
2014-03-07,VNQ,70.33,-0.01083,,
2014-03-10,VNQ,69.96,-0.005261,,
2014-03-11,VNQ,70.4,0.006289,,
2014-03-12,VNQ,70.61,0.002983,,
2014-03-13,VNQ,70.28,-0.004674,,
2014-03-14,VNQ,70.46,0.002561,,
2014-03-17,VNQ,70.61,0.002129,,
2014-03-18,VNQ,70.82,0.002974,,
2014-03-19,VNQ,69.48,-0.018921,,
2014-03-20,VNQ,69.6,0.001727,,
2014-03-21,VNQ,70.24,0.009195,,
2014-03-24,VNQ,69.78,-0.006549,,
2014-03-25,VNQ,69.96,0.009071,,
2014-03-26,VNQ,69.17,-0.011292,,
2014-03-27,VNQ,69.61,0.006361,,
2014-03-28,VNQ,70.03,0.006034,,
2014-03-31,VNQ,70.62,0.008425,,
2014-04-01,VNQ,70.94,0.004531,,
2014-04-02,VNQ,71,0.000846,,
2014-04-03,VNQ,70.85,-0.002113,,
2014-04-04,VNQ,71.09,0.003387,,
2014-04-07,VNQ,71.32,0.003235,,
2014-04-08,VNQ,71.76,0.006169,,
2014-04-09,VNQ,71.58,-0.002508,,
2014-04-10,VNQ,70.9,-0.0095,,
2014-04-11,VNQ,70.47,-0.006065,,
2014-04-14,VNQ,70.89,0.00596,,
2014-04-15,VNQ,71.73,0.011849,,
2014-04-16,VNQ,72.19,0.006413,,
2014-04-17,VNQ,71.77,-0.005818,,
2014-04-21,VNQ,72.18,0.005713,,
2014-04-22,VNQ,72.34,0.002217,,
2014-04-23,VNQ,72.05,-0.004009,,
2014-04-24,VNQ,72.35,0.004164,,
2014-04-25,VNQ,72.07,-0.00387,,
2014-04-28,VNQ,72.63,0.00777,,
2014-04-29,VNQ,72.68,0.000688,,
2014-04-30,VNQ,72.94,0.003577,,
2014-05-01,VNQ,73.25,0.00425,,
2014-05-02,VNQ,73.23,-0.000273,,
2014-05-05,VNQ,73.38,0.002048,,
2014-05-06,VNQ,73.12,-0.003543,,
2014-05-07,VNQ,74,0.012035,,
2014-05-08,VNQ,74.17,0.002297,,
2014-05-09,VNQ,74.22,0.000674,,
2014-05-12,VNQ,74.45,0.003099,,
2014-05-13,VNQ,73.97,-0.006447,,
2014-05-14,VNQ,74,0.000406,,
2014-05-15,VNQ,73.96,-0.000541,,
2014-05-16,VNQ,74.64,0.009194,,
2014-05-19,VNQ,74.34,-0.004019,,
2014-05-20,VNQ,74.11,-0.003094,,
2014-05-21,VNQ,73.624,-0.006558,,
2014-05-22,VNQ,73.49,-0.00182,,
2014-05-23,VNQ,74.14,0.008845,,
2014-05-27,VNQ,74.67,0.007149,,
2014-05-28,VNQ,74.2,-0.006294,,
2014-05-29,VNQ,74.35,0.002022,,
2014-05-30,VNQ,74.69,0.004573,,
2014-06-02,VNQ,74.92,0.003079,,
2014-06-03,VNQ,74.88,-0.000534,,
2014-06-04,VNQ,75.03,0.002003,,
2014-06-05,VNQ,76.41,0.018393,,
2014-06-06,VNQ,76.09,-0.004188,,
2014-06-09,VNQ,75.17,-0.012091,,
2014-06-10,VNQ,74.61,-0.00745,,
2014-06-11,VNQ,74.41,-0.002681,,
2014-06-12,VNQ,74.22,-0.002553,,
2014-06-13,VNQ,74.41,0.00256,,
2014-06-16,VNQ,74.03,-0.005107,,
2014-06-17,VNQ,74.22,0.002567,,
2014-06-18,VNQ,74.74,0.007006,,
2014-06-19,VNQ,75.36,0.008295,,
2014-06-20,VNQ,75.62,0.00345,,
2014-06-23,VNQ,75.31,-0.0041,,
2014-06-24,VNQ,74.67,0.00073,,
2014-06-25,VNQ,74.52,-0.002009,,
2014-06-26,VNQ,74.45,-0.000939,,
2014-06-27,VNQ,75.02,0.007656,,
2014-06-30,VNQ,74.84,-0.002399,,
2014-07-01,VNQ,75.24,0.005345,,
2014-07-02,VNQ,75.06,-0.002392,,
2014-07-03,VNQ,74.63,-0.005729,,
2014-07-07,VNQ,74.85,0.002948,,
2014-07-08,VNQ,75.07,0.002939,,
2014-07-09,VNQ,75.19,0.001599,,
2014-07-10,VNQ,75.53,0.004522,,
2014-07-11,VNQ,75.54,0.000132,,
2014-07-14,VNQ,75.91,0.004898,,
2014-07-15,VNQ,75.96,0.000659,,
2014-07-16,VNQ,76.2,0.00316,,
2014-07-17,VNQ,75.81,-0.005118,,
2014-07-18,VNQ,76.56,0.009893,,
2014-07-21,VNQ,76.28,-0.003657,,
2014-07-22,VNQ,76.52,0.003146,,
2014-07-23,VNQ,76.66,0.00183,,
2014-07-24,VNQ,76.56,-0.001305,,
2014-07-25,VNQ,76.03,-0.006923,,
2014-07-28,VNQ,76.56,0.006971,,
2014-07-29,VNQ,76.19,-0.004833,,
2014-07-30,VNQ,76.03,-0.0021,,
2014-07-31,VNQ,74.9,-0.014863,,
2014-08-01,VNQ,74.72,-0.002403,,
2014-08-04,VNQ,75.24,0.006959,,
2014-08-05,VNQ,74.47,-0.010234,,
2014-08-06,VNQ,74.44,-0.000403,,
2014-08-07,VNQ,74.48,0.000537,,
2014-08-08,VNQ,74.92,0.005908,,
2014-08-11,VNQ,75.39,0.006273,,
2014-08-12,VNQ,75.27,-0.001592,,
2014-08-13,VNQ,76.36,0.014481,,
2014-08-14,VNQ,76.31,-0.000655,,
2014-08-15,VNQ,76.23,-0.001048,,
2014-08-18,VNQ,76.98,0.009839,,
2014-08-19,VNQ,77.14,0.002078,,
2014-08-20,VNQ,77.49,0.004537,,
2014-08-21,VNQ,77.37,-0.001549,,
2014-08-22,VNQ,76.75,-0.008013,,
2014-08-25,VNQ,76.58,-0.002215,,
2014-08-26,VNQ,76.73,0.001959,,
2014-08-27,VNQ,76.78,0.000652,,
2014-08-28,VNQ,76.77,-0.00013,,
2014-08-29,VNQ,77.18,0.005341,,
2014-09-02,VNQ,77.19,0.00013,,
2014-09-03,VNQ,77.39,0.002591,,
2014-09-04,VNQ,77.1,-0.003747,,
2014-09-05,VNQ,77.92,0.010636,,
2014-09-08,VNQ,77.84,-0.001027,,
2014-09-09,VNQ,77.36,-0.006166,,
2014-09-10,VNQ,76.14,-0.01577,,
2014-09-11,VNQ,76.2,0.000788,,
2014-09-12,VNQ,73.86,-0.030709,,
2014-09-15,VNQ,73.5,-0.004874,,
2014-09-16,VNQ,74.22,0.009796,,
2014-09-17,VNQ,74.2,-0.00027,,
2014-09-18,VNQ,73.55,-0.00876,,
2014-09-19,VNQ,73.64,0.001224,,
2014-09-22,VNQ,73.06,-0.007876,,
2014-09-23,VNQ,72.53,-0.007254,,
2014-09-24,VNQ,71.67,-0.002647,,
2014-09-25,VNQ,71.35,-0.004465,,
2014-09-26,VNQ,72.31,0.013455,,
2014-09-29,VNQ,72.21,-0.001383,,
2014-09-30,VNQ,71.85,-0.004985,,
2014-10-01,VNQ,71.91,0.000835,,
2014-10-02,VNQ,71.79,-0.001669,,
2014-10-03,VNQ,72.24,0.006268,,
2014-10-06,VNQ,72.43,0.00263,,
2014-10-07,VNQ,71.86,-0.00787,,
2014-10-08,VNQ,73.42,0.021709,,
2014-10-09,VNQ,73.42,0,,
2014-10-10,VNQ,73.49,0.000953,,
2014-10-13,VNQ,73.56,0.000953,,
2014-10-14,VNQ,74.75,0.016177,,
2014-10-15,VNQ,74.46,-0.00388,,
2014-10-16,VNQ,74.58,0.001612,,
2014-10-17,VNQ,74.67,0.001207,,
2014-10-20,VNQ,75.81,0.015267,,
2014-10-21,VNQ,76.5,0.009102,,
2014-10-22,VNQ,76.52,0.000261,,
2014-10-23,VNQ,77.11,0.00771,,
2014-10-24,VNQ,77.05,-0.000778,,
2014-10-27,VNQ,77.62,0.007398,,
2014-10-28,VNQ,77.96,0.00438,,
2014-10-29,VNQ,77.52,-0.005644,,
2014-10-30,VNQ,78.01,0.006321,,
2014-10-31,VNQ,78.99,0.012562,,
2014-11-03,VNQ,79.68,0.008735,,
2014-11-04,VNQ,79.81,0.001631,,
2014-11-05,VNQ,79.64,-0.00213,,
2014-11-06,VNQ,79.03,-0.007659,,
2014-11-07,VNQ,78.93,-0.001265,,
2014-11-10,VNQ,79.58,0.008235,,
2014-11-11,VNQ,79.27,-0.003896,,
2014-11-12,VNQ,78.67,-0.007569,,
2014-11-13,VNQ,79.1,0.005466,,
2014-11-14,VNQ,78.45,-0.008217,,
2014-11-17,VNQ,78.8,0.004462,,
2014-11-18,VNQ,79.14,0.004315,,
2014-11-19,VNQ,78.43,-0.008971,,
2014-11-20,VNQ,78.69,0.003315,,
2014-11-21,VNQ,79.18,0.006227,,
2014-11-24,VNQ,79.46,0.003536,,
2014-11-25,VNQ,79.6,0.001762,,
2014-11-26,VNQ,80.37,0.009673,,
2014-11-28,VNQ,80.57,0.002488,,
2014-12-01,VNQ,80.37,-0.002482,,
2014-12-02,VNQ,80.87,0.006221,,
2014-12-03,VNQ,80.79,-0.000989,,
2014-12-04,VNQ,81,0.002599,,
2014-12-05,VNQ,80.59,-0.005062,,
2014-12-08,VNQ,81.1,0.006328,,
2014-12-09,VNQ,81.47,0.004562,,
2014-12-10,VNQ,81.39,-0.000982,,
2014-12-11,VNQ,81.54,0.001843,,
2014-12-12,VNQ,80.83,-0.008707,,
2014-12-15,VNQ,79.78,-0.01299,,
2014-12-16,VNQ,79.67,-0.001379,,
2014-12-17,VNQ,81.5,0.02297,,
2014-12-18,VNQ,82.07,0.006994,,
2014-12-19,VNQ,82.03,-0.000487,,
2014-12-22,VNQ,82.28,0.016494,,
2014-12-23,VNQ,82.05,-0.002795,,
2014-12-24,VNQ,81.71,-0.004144,,
2014-12-26,VNQ,82,0.003549,,
2014-12-29,VNQ,82.45,0.005488,,
2014-12-30,VNQ,82.39,-0.000728,,
2014-12-31,VNQ,81,-0.016871,,
2015-01-02,VNQ,82.22,0.015062,,
2015-01-05,VNQ,82.67,0.005473,,
2015-01-06,VNQ,83.49,0.009919,,
2015-01-07,VNQ,84.77,0.015331,,
2015-01-08,VNQ,85.09,0.003775,,
2015-01-09,VNQ,85.13,0.00047,,
2015-01-12,VNQ,85.78,0.007635,,
2015-01-13,VNQ,85.65,-0.001515,,
2015-01-14,VNQ,86.39,0.00864,,
2015-01-15,VNQ,86.59,0.002315,,
2015-01-16,VNQ,87.34,0.008662,,
2015-01-20,VNQ,86.65,-0.0079,,
2015-01-21,VNQ,86.59,-0.000693,,
2015-01-22,VNQ,88.13,0.017785,,
2015-01-23,VNQ,87.88,-0.002837,,
2015-01-26,VNQ,88.62,0.008421,,
2015-01-27,VNQ,88.65,0.000339,,
2015-01-28,VNQ,88.06,-0.006655,,
2015-01-29,VNQ,88.37,0.00352,,
2015-01-30,VNQ,86.55,-0.020595,,
2015-02-02,VNQ,86.32,-0.002657,,
2015-02-03,VNQ,87.07,0.008689,,
2015-02-04,VNQ,86.71,-0.004135,,
2015-02-05,VNQ,87.75,0.011994,,
2015-02-06,VNQ,85.2,-0.02906,,
2015-02-09,VNQ,84.6,-0.007042,,
2015-02-10,VNQ,84.87,0.003192,,
2015-02-11,VNQ,84.62,-0.002946,,
2015-02-12,VNQ,85.63,0.011936,,
2015-02-13,VNQ,85.06,-0.006657,,
2015-02-17,VNQ,84.85,-0.002469,,
2015-02-18,VNQ,85.64,0.009311,,
2015-02-19,VNQ,83.8,-0.021485,,
2015-02-20,VNQ,84.61,0.009666,,
2015-02-23,VNQ,85.29,0.008037,,
2015-02-24,VNQ,83.61,-0.019698,,
2015-02-25,VNQ,83.63,0.000239,,
2015-02-26,VNQ,82.72,-0.010881,,
2015-02-27,VNQ,83.37,0.007858,,
2015-03-02,VNQ,83.85,0.005757,,
2015-03-03,VNQ,83.69,-0.001908,,
2015-03-04,VNQ,82.89,-0.009559,,
2015-03-05,VNQ,83.13,0.002895,,
2015-03-06,VNQ,80.37,-0.033201,,
2015-03-09,VNQ,81.01,0.007963,,
2015-03-10,VNQ,80.95,-0.000741,,
2015-03-11,VNQ,81.02,0.000865,,
2015-03-12,VNQ,82.43,0.017403,,
2015-03-13,VNQ,82.38,-0.000607,,
2015-03-16,VNQ,83.23,0.010318,,
2015-03-17,VNQ,83.2,-0.000361,,
2015-03-18,VNQ,84.94,0.020914,,
2015-03-19,VNQ,84.9,-0.000471,,
2015-03-20,VNQ,87.03,0.025088,,
2015-03-23,VNQ,86.92,-0.001264,,
2015-03-24,VNQ,86.18,-0.008514,,
2015-03-25,VNQ,84.19,-0.01715,,
2015-03-26,VNQ,83.75,-0.005226,,
2015-03-27,VNQ,83.86,0.001313,,
2015-03-30,VNQ,85.06,0.01431,,
2015-03-31,VNQ,84.31,-0.008817,,
2015-04-01,VNQ,84.19,-0.001423,,
2015-04-02,VNQ,84.83,0.007602,,
2015-04-06,VNQ,85.71,0.010374,,
2015-04-07,VNQ,84.2,-0.017618,,
2015-04-08,VNQ,84.33,0.001544,,
2015-04-09,VNQ,82.58,-0.020752,,
2015-04-10,VNQ,82.52,-0.000727,,
2015-04-13,VNQ,82.3,-0.002666,,
2015-04-14,VNQ,82.59,0.003524,,
2015-04-15,VNQ,81.97,-0.007507,,
2015-04-16,VNQ,82.18,0.002562,,
2015-04-17,VNQ,81.8,-0.004624,,
2015-04-20,VNQ,81.92,0.001467,,
